28.4286476,76.8692109
28.4572922251,76.9900665774
28.4574745738,76.9909326131
28.4573766525,76.9925402682
28.4574041028,76.9929392942
28.4575998,76.996491
28.457105,76.997295
28.4596057858,76.9971529286
28.449615,76.99932
28.442235,77.000565
28.4498783333,77.0000883333
28.45639,76.9999733333
28.4565016667,77.00007
28.45649,77.0002333333
28.4559766667,77.0003333333
28.4568466667,77.000315
28.456135,77.0004266667
28.430105,77.0041433333
28.4298383333,77.0043533333
28.42973,77.0044816667
28.4386170368,77.0058392155
28.6161683333,76.98377
28.6164516667,76.98374
28.60965,76.98532
28.609065,76.9854416667
28.6146833333,76.9847716667
28.612435,76.98523
28.4395413077,77.0069582684
28.6141583333,76.9851266667
28.4571333333,77.00493
28.6116009,76.9856107
28.612025,76.9857
28.6137516667,76.9855333333
28.6138966667,76.9855733333
28.613805,76.9856783333
28.61469,76.9857516667
28.6057416667,76.98688
28.6133983333,76.9860316667
28.4690642381,77.0043868824
28.45158323,77.00671961
28.5048483333,77.000215
28.6026383333,76.9881383333
28.600885,76.988585
28.60084,76.9888066667
28.4424291019,77.0088749951
28.4690952508,77.005712133
28.45213963,77.00791937
28.4421403591,77.009637621
28.4575916667,77.00787
28.48905086,77.0049893989
28.4435183333,77.0109166667
28.4442066667,77.0114116667
28.4593066667,77.0095633333
28.6126016667,76.9906833333
28.4747108729,77.0094134454
28.4460433333,77.013315
28.4743325236,77.0100970457
28.479354562,77.0104466996
28.4883033333,77.0102866667
28.4882806,77.01030657
28.48918,77.010245
28.48851457,77.01045099
28.48863,77.0105166667
28.488515,77.010635
28.4969183333,77.0097866667
28.4851017,77.0112847
28.4877133333,77.01145
28.4893983333,77.0113783333
28.4855033333,77.0119483333
28.4891683333,77.0115083333
28.4843583333,77.012365
28.4444206,77.0174833
28.488255,77.01213
28.4845466667,77.0126416667
28.48472,77.0128483333
28.4912933333,77.0127466667
28.5569483333,77.00456
28.4819066667,77.0139783333
28.4807030007,77.0141859107
28.4798766667,77.0151183333
28.4774033333,77.0161083333
28.4770669,77.0163043
28.4523257292,77.0194495488
28.4767933333,77.0164033333
28.4276993,77.0226622
28.5013266667,77.013735
28.4530695664,77.0200271607
28.45324677,77.02029499
28.5091583333,77.0133133333
28.4730418,77.0179477
28.5094116667,77.01342
28.509845,77.01344
28.509925,77.0134683333
28.5101366667,77.013535
28.4736183333,77.0182833333
28.4541089232,77.0211063876
28.50996,77.0141683333
28.4728833333,77.0192833333
28.46941,77.0205183333
